Date,Focal_uniqueID,Filename,Male,DOB,Rank,Group,Observer,Focal_time_begin,Focal_time_end,Focal_duration,Focal_behav_time_begin,UW_behav,Seasonality,Age
2023-03-27,2023-03-27_RM_SRM-8,2023-03-27_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,9:07:28,9:17:49,0:10:21,9:13:36,NA,0.84,14.1
2023-03-27,2023-03-27_RM_SRM-8,2023-03-27_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,9:07:28,9:17:49,0:10:21,9:11:35,NA,0.84,14.1
2023-03-27,2023-03-27_RM_SRM-8,2023-03-27_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,9:07:28,9:17:49,0:10:21,9:09:41,NA,0.84,14.1
2023-03-27,2023-03-27_RM_SRM-8,2023-03-27_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,9:07:28,9:17:49,0:10:21,9:09:06,NA,0.84,14.1
2023-03-27,2023-03-27_RM_SRM-9,2023-03-27_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,9:24:46,9:35:10,0:10:24,9:34:49,NA,0.84,8.9
2023-03-27,2023-03-27_RM_SRM-9,2023-03-27_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,9:24:46,9:35:10,0:10:24,9:27:58,NA,0.84,8.9
2023-03-27,2023-03-27_RM_SRM-9,2023-03-27_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,9:24:46,9:35:10,0:10:24,9:30:45,NA,0.84,8.9
2023-03-27,2023-03-27_RM_SRM-9,2023-03-27_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,9:24:46,9:35:10,0:10:24,9:24:59,NA,0.84,8.9
2023-03-27,2023-03-27_RM_SRM-9,2023-03-27_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,9:24:46,9:35:10,0:10:24,9:31:02,NA,0.84,8.9
2023-03-27,2023-03-27_RM_WTA-1,2023-03-27_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,11:38:20,11:48:22,0:10:02,11:38:29,UW,0.84,14.2
2023-03-27,2023-03-27_RM_WTA-1,2023-03-27_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,11:38:20,11:48:22,0:10:02,11:44:55,NA,0.84,14.2
2023-03-27,2023-03-27_RM_WTA-1,2023-03-27_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,11:38:20,11:48:22,0:10:02,11:48:22,NA,0.84,14.2
2023-03-27,2023-03-27_RM_WTA-1,2023-03-27_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,11:38:20,11:48:22,0:10:02,11:45:17,NA,0.84,14.2
2023-03-27,2023-03-27_RM_WTA-10,2023-03-27_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,14:34:51,14:44:16,0:09:25,NA,NA,0.84,8.9
2023-03-27,2023-03-27_RM_WTA-11,2023-03-27_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,15:13:34,15:23:44,0:10:10,NA,NA,0.84,8.6
2023-03-27,2023-03-27_RM_WTA-12,2023-03-27_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,15:31:22,15:41:36,0:10:14,15:32:22,NA,0.84,17.2
2023-03-27,2023-03-27_RM_WTA-2,2023-03-27_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,12:03:57,12:28:35,0:24:38,NA,NA,0.84,8.9
2023-03-27,2023-03-27_RM_WTA-3,2023-03-27_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,12:33:46,12:43:15,0:09:29,12:36:44,NA,0.84,14.1
2023-03-27,2023-03-27_RM_WTA-4,2023-03-27_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,12:45:12,12:55:21,0:10:09,12:53:46,UW,0.84,12.2
2023-03-27,2023-03-27_RM_WTA-4,2023-03-27_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,12:45:12,12:55:21,0:10:09,12:51:31,NA,0.84,12.2
2023-03-27,2023-03-27_RM_WTA-5,2023-03-27_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,12:58:28,13:04:24,0:05:56,NA,NA,0.84,8.6
2023-03-27,2023-03-27_RM_WTA-6,2023-03-27_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,13:35:06,13:53:04,0:17:58,13:40:04,NA,0.84,17.2
2023-03-27,2023-03-27_RM_WTA-6,2023-03-27_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,13:35:06,13:53:04,0:17:58,13:35:10,UW,0.84,17.2
2023-03-27,2023-03-27_RM_WTA-7,2023-03-27_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,13:56:32,14:07:37,0:11:05,14:03:13,NA,0.84,14.2
2023-03-27,2023-03-27_RM_WTA-7,2023-03-27_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,13:56:32,14:07:37,0:11:05,14:00:27,NA,0.84,14.2
2023-03-27,2023-03-27_RM_WTA-8,2023-03-27_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,14:08:53,14:23:13,0:14:20,14:11:11,NA,0.84,12.2
2023-03-27,2023-03-27_RM_WTA-9,2023-03-27_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,14:23:33,14:33:56,0:10:23,14:33:34,NA,0.84,14.1
2023-03-27,2023-03-27_RM_WTA-9,2023-03-27_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,14:23:33,14:33:56,0:10:23,14:23:52,NA,0.84,14.1
2023-03-27,2023-03-27_RM_WTA-9,2023-03-27_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,14:23:33,14:33:56,0:10:23,14:24:35,NA,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-1,2023-03-28_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,6:35:49,6:45:58,0:10:09,6:38:49,UW,0.84,14.2
2023-03-28,2023-03-28_RM_WTA-1,2023-03-28_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,6:35:49,6:45:58,0:10:09,6:40:35,NA,0.84,14.2
2023-03-28,2023-03-28_RM_WTA-1,2023-03-28_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,6:35:49,6:45:58,0:10:09,6:45:29,NA,0.84,14.2
2023-03-28,2023-03-28_RM_WTA-10,2023-03-28_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,9:16:06,9:26:08,0:10:02,9:21:06,UW,0.84,14.2
2023-03-28,2023-03-28_RM_WTA-10,2023-03-28_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,9:16:06,9:26:08,0:10:02,9:22:27,NA,0.84,14.2
2023-03-28,2023-03-28_RM_WTA-10,2023-03-28_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,9:16:06,9:26:08,0:10:02,9:18:55,NA,0.84,14.2
2023-03-28,2023-03-28_RM_WTA-11,2023-03-28_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,9:29:12,9:39:14,0:10:02,NA,NA,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-12,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,9:39:59,9:47:30,0:07:31,9:44:40,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-12,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,9:39:59,9:47:30,0:07:31,9:45:20,UW,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-12,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,9:39:59,9:47:30,0:07:31,9:40:34,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-12,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,9:39:59,9:47:30,0:07:31,9:40:11,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-12,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,9:39:59,9:47:30,0:07:31,9:40:55,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-12,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,9:39:59,9:47:30,0:07:31,9:42:10,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-12,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,9:39:59,9:47:30,0:07:31,9:46:11,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-12,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,9:39:59,9:47:30,0:07:31,9:44:44,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-13,2023-03-28_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,9:49:57,10:17:52,0:27:55,10:10:43,NA,0.84,8.6
2023-03-28,2023-03-28_RM_WTA-13,2023-03-28_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,9:49:57,10:17:52,0:27:55,10:14:23,NA,0.84,8.6
2023-03-28,2023-03-28_RM_WTA-13,2023-03-28_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,9:49:57,10:17:52,0:27:55,10:10:14,NA,0.84,8.6
2023-03-28,2023-03-28_RM_WTA-13,2023-03-28_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,9:49:57,10:17:52,0:27:55,10:09:08,NA,0.84,8.6
2023-03-28,2023-03-28_RM_WTA-13,2023-03-28_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,9:49:57,10:17:52,0:27:55,10:13:19,NA,0.84,8.6
2023-03-28,2023-03-28_RM_WTA-13,2023-03-28_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,9:49:57,10:17:52,0:27:55,10:07:47,NA,0.84,8.6
2023-03-28,2023-03-28_RM_WTA-2,2023-03-28_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,6:50:31,7:00:25,0:09:54,6:58:02,NA,0.84,8.9
2023-03-28,2023-03-28_RM_WTA-2,2023-03-28_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,6:50:31,7:00:25,0:09:54,6:51:46,NA,0.84,8.9
2023-03-28,2023-03-28_RM_WTA-2,2023-03-28_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,6:50:31,7:00:25,0:09:54,6:53:07,NA,0.84,8.9
2023-03-28,2023-03-28_RM_WTA-2,2023-03-28_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,6:50:31,7:00:25,0:09:54,6:53:20,NA,0.84,8.9
2023-03-28,2023-03-28_RM_WTA-2,2023-03-28_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,6:50:31,7:00:25,0:09:54,6:55:35,NA,0.84,8.9
2023-03-28,2023-03-28_RM_WTA-2,2023-03-28_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,6:50:31,7:00:25,0:09:54,6:52:28,NA,0.84,8.9
2023-03-28,2023-03-28_RM_WTA-2,2023-03-28_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,6:50:31,7:00:25,0:09:54,6:59:22,NA,0.84,8.9
2023-03-28,2023-03-28_RM_WTA-2,2023-03-28_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,6:50:31,7:00:25,0:09:54,7:00:01,NA,0.84,8.9
2023-03-28,2023-03-28_RM_WTA-4,2023-03-28_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,7:02:40,7:12:35,0:09:55,7:10:15,NA,0.84,17.2
2023-03-28,2023-03-28_RM_WTA-4,2023-03-28_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,7:02:40,7:12:35,0:09:55,7:10:27,NA,0.84,17.2
2023-03-28,2023-03-28_RM_WTA-5,2023-03-28_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,7:16:19,7:26:27,0:10:08,7:19:12,UW,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-5,2023-03-28_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,7:16:19,7:26:27,0:10:08,7:24:20,NA,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-5,2023-03-28_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,7:16:19,7:26:27,0:10:08,7:18:44,NA,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-5,2023-03-28_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,7:16:19,7:26:27,0:10:08,7:20:42,NA,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-5,2023-03-28_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,7:16:19,7:26:27,0:10:08,7:18:05,NA,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-5,2023-03-28_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,7:16:19,7:26:27,0:10:08,7:17:42,NA,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-5,2023-03-28_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,7:16:19,7:26:27,0:10:08,7:24:23,NA,0.84,14.1
2023-03-28,2023-03-28_RM_WTA-6,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,7:47:39,7:57:43,0:10:04,7:49:06,UW,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-6,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,7:47:39,7:57:43,0:10:04,7:52:29,UW,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-6,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,7:47:39,7:57:43,0:10:04,7:56:29,UW,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-6,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,7:47:39,7:57:43,0:10:04,7:48:19,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-6,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,7:47:39,7:57:43,0:10:04,7:57:17,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-6,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,7:47:39,7:57:43,0:10:04,7:57:12,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-6,2023-03-28_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,7:47:39,7:57:43,0:10:04,7:50:11,NA,0.84,12.2
2023-03-28,2023-03-28_RM_WTA-7,2023-03-28_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,8:30:35,8:40:41,0:10:06,8:38:34,NA,0.84,8.6
2023-03-28,2023-03-28_RM_WTA-8,2023-03-28_RM_WTA_Clean.xlsx,HG,2007-04-12,sub,LV,WTA,8:54:39,9:04:50,0:10:11,NA,NA,0.84,16
2023-03-28,2023-03-28_RM_WTA-9,2023-03-28_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,9:05:23,9:15:36,0:10:13,NA,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-1,2023-03-29_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,6:14:45,6:24:51,0:10:06,6:24:06,NA,0.84,14.2
2023-03-29,2023-03-29_RM_SRM-1,2023-03-29_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,6:14:45,6:24:51,0:10:06,6:20:38,NA,0.84,14.2
2023-03-29,2023-03-29_RM_SRM-1,2023-03-29_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,6:14:45,6:24:51,0:10:06,6:15:49,NA,0.84,14.2
2023-03-29,2023-03-29_RM_SRM-1,2023-03-29_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,6:14:45,6:24:51,0:10:06,6:18:16,NA,0.84,14.2
2023-03-29,2023-03-29_RM_SRM-1,2023-03-29_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,6:14:45,6:24:51,0:10:06,6:19:46,NA,0.84,14.2
2023-03-29,2023-03-29_RM_SRM-1,2023-03-29_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,6:14:45,6:24:51,0:10:06,6:15:03,NA,0.84,14.2
2023-03-29,2023-03-29_RM_SRM-1,2023-03-29_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,6:14:45,6:24:51,0:10:06,6:22:04,NA,0.84,14.2
2023-03-29,2023-03-29_RM_SRM-1,2023-03-29_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,6:14:45,6:24:51,0:10:06,6:21:25,NA,0.84,14.2
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:46:08,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:38:01,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:42:20,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:42:27,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:43:57,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:44:56,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:42:34,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:42:40,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:37:37,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:43:44,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-10,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,8:36:48,8:46:43,0:09:55,8:37:29,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-11,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,10:21:33,10:31:48,0:10:15,10:23:02,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-11,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,10:21:33,10:31:48,0:10:15,10:22:25,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-11,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,10:21:33,10:31:48,0:10:15,10:24:01,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-11,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,10:21:33,10:31:48,0:10:15,10:21:38,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-11,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,10:21:33,10:31:48,0:10:15,10:22:00,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-11,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,10:21:33,10:31:48,0:10:15,10:29:27,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-12,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,11:08:29,11:18:35,0:10:06,11:08:31,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-12,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,11:08:29,11:18:35,0:10:06,11:12:54,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-12,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,11:08:29,11:18:35,0:10:06,11:12:07,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-2,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,6:35:18,6:45:14,0:09:56,6:40:27,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-2,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,6:35:18,6:45:14,0:09:56,6:38:27,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-2,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,6:35:18,6:45:14,0:09:56,6:36:27,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-2,2023-03-29_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,6:35:18,6:45:14,0:09:56,6:35:32,NA,0.84,14.1
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:56:50,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:57:52,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:55:42,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:56:22,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:58:44,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:57:14,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:55:13,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:58:52,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:57:02,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:58:24,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:57:39,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-3,2023-03-29_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,6:50:02,7:00:05,0:10:03,6:55:33,NA,0.84,17.2
2023-03-29,2023-03-29_RM_SRM-4,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,7:02:28,7:12:13,0:09:45,7:02:48,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-4,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,7:02:28,7:12:13,0:09:45,7:08:12,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-4,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,7:02:28,7:12:13,0:09:45,7:03:15,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-4,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,7:02:28,7:12:13,0:09:45,7:02:33,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-4,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,7:02:28,7:12:13,0:09:45,7:09:11,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-4,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,7:02:28,7:12:13,0:09:45,7:09:20,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-4,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,7:02:28,7:12:13,0:09:45,7:04:17,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-4,2023-03-29_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,7:02:28,7:12:13,0:09:45,7:05:18,NA,0.84,8.9
2023-03-29,2023-03-29_RM_SRM-5,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,7:18:59,7:29:14,0:10:15,7:26:54,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-5,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,7:18:59,7:29:14,0:10:15,7:19:44,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-5,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,7:18:59,7:29:14,0:10:15,7:28:59,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-5,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,7:18:59,7:29:14,0:10:15,7:27:11,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-5,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,7:18:59,7:29:14,0:10:15,7:28:05,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-5,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,7:18:59,7:29:14,0:10:15,7:28:27,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-5,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,7:18:59,7:29:14,0:10:15,7:27:51,NA,0.84,8.6
2023-03-29,2023-03-29_RM_SRM-5,2023-03-29_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,7:18:59,7:29:14,0:10:15,7:18:59,NA,0.84,8.6
