Beh_focalname,Beh_type,Behav,Group,Rank,Indiv,DOB,Date,Beh_filename,WetDry,Date_time_begin,Date_time_end,Duration,Dur_min_corrected,Year,Time,DayRain,AveRain,MaxTemp,MinTemp,MeanTemp,z.AveRain,z.MeanTemp,z.DayRain,Age,z.Age
2023-01-17_RM_RSB_Clean.xlsx.8,B,UW,RM,Subord,FI,2014-08-25,2023-01-17,2023-01-17_RM_RSB_Clean.xlsx,DRY,2023-01-17T10:27:49Z,2023-01-17T10:37:56Z,0:10:07,10.12,2023,10:27:49,0,0,28.7,24.1,26.4,-0.824530947,-0.465873794,-0.366266492,8.4,-1.202127642
2023-01-17_RM_RSB_Clean.xlsx.9,NA,NA,RM,Alpha,KO,2009-01-01,2023-01-17,2023-01-17_RM_RSB_Clean.xlsx,DRY,2023-01-17T10:47:50Z,2023-01-17T10:57:51Z,0:10:01,10.02,2023,10:47:50,0,0,28.7,24.1,26.4,-0.824530947,-0.465873794,-0.366266492,14,0.290647854
2023-01-18_RM_SRM_Clean.xlsx.1,NA,NA,RM,Subord,FI,2014-08-25,2023-01-18,2023-01-18_RM_SRM_Clean.xlsx,DRY,2023-01-18T06:53:39Z,2023-01-18T07:02:32Z,0:08:53,8.88,2023,6:53:39,0,0,28.1,24.3,26.2,-0.824530947,-0.575334036,-0.366266492,8.4,-1.202127642
2023-01-18_RM_SRM_Clean.xlsx.2,NA,NA,RM,Subord,FG,2009-02-18,2023-01-18,2023-01-18_RM_SRM_Clean.xlsx,DRY,2023-01-18T07:13:03Z,2023-01-18T07:23:03Z,0:10:00,10,2023,7:13:03,0,0,28.1,24.3,26.2,-0.824530947,-0.575334036,-0.366266492,13.9,0.263991149
2023-01-18_RM_SRM_Clean.xlsx.3,NA,NA,RM,Alpha,KO,2009-01-01,2023-01-18,2023-01-18_RM_SRM_Clean.xlsx,DRY,2023-01-18T07:33:37Z,2023-01-18T07:43:37Z,0:10:00,10,2023,7:33:37,0,0,28.1,24.3,26.2,-0.824530947,-0.575334036,-0.366266492,14,0.290647854
2023-01-18_RM_SRM_Clean.xlsx.4,B,UW,RM,Subord,CZ,2006-01-01,2023-01-18,2023-01-18_RM_SRM_Clean.xlsx,DRY,2023-01-18T07:55:52Z,2023-01-18T08:05:51Z,0:09:59,9.98,2023,7:55:52,0,0,28.1,24.3,26.2,-0.824530947,-0.575334036,-0.366266492,17,1.090349012
2023-01-18_RM_SRM_Clean.xlsx.5,NA,NA,RM,Subord,HE,2014-04-28,2023-01-18,2023-01-18_RM_SRM_Clean.xlsx,DRY,2023-01-18T08:17:26Z,2023-01-18T08:27:25Z,0:09:59,9.98,2023,8:17:26,0,0,28.1,24.3,26.2,-0.824530947,-0.575334036,-0.366266492,8.7,-1.122157526
2023-01-18_RM_SRM_Clean.xlsx.6,NA,NA,RM,Subord,LO,2011-01-01,2023-01-18,2023-01-18_RM_SRM_Clean.xlsx,DRY,2023-01-18T08:46:14Z,2023-01-18T08:56:09Z,0:09:55,9.92,2023,8:46:14,0,0,28.1,24.3,26.2,-0.824530947,-0.575334036,-0.366266492,12,-0.242486252
2023-01-19_RM_WTA_Clean.xlsx.1,NA,NA,RM,Subord,CZ,2006-01-01,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T06:45:06Z,2023-01-19T06:55:17Z,0:10:11,10.18,2023,6:45:06,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,17,1.090349012
2023-01-19_RM_WTA_Clean.xlsx.10,B,UW,RM,Subord,LO,2011-01-01,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T10:36:20Z,2023-01-19T10:46:18Z,0:09:58,9.97,2023,10:36:20,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,12,-0.242486252
2023-01-19_RM_WTA_Clean.xlsx.11,B,UW,RM,Subord,FG,2009-02-18,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T11:15:50Z,2023-01-19T11:25:37Z,0:09:47,9.78,2023,11:15:50,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,13.9,0.263991149
2023-01-19_RM_WTA_Clean.xlsx.12,B,UW,RM,Subord,HE,2014-04-28,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T11:36:10Z,2023-01-19T11:46:17Z,0:10:07,10.12,2023,11:36:10,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,8.7,-1.122157526
2023-01-19_RM_WTA_Clean.xlsx.2,NA,NA,RM,Alpha,KO,2009-01-01,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T07:07:46Z,2023-01-19T07:18:02Z,0:10:16,10.27,2023,7:07:46,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,14,0.290647854
2023-01-19_RM_WTA_Clean.xlsx.3,NA,NA,RM,Subord,FI,2014-08-25,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T07:29:49Z,2023-01-19T07:40:05Z,0:10:16,10.27,2023,7:29:49,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,8.4,-1.202127642
2023-01-19_RM_WTA_Clean.xlsx.4,NA,NA,RM,Subord,FG,2009-02-18,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T08:05:11Z,2023-01-19T08:14:57Z,0:09:46,9.77,2023,8:05:11,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,13.9,0.263991149
2023-01-19_RM_WTA_Clean.xlsx.5,NA,NA,RM,Subord,LO,2011-01-01,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T08:25:22Z,2023-01-19T08:35:27Z,0:10:05,10.08,2023,8:25:22,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,12,-0.242486252
2023-01-19_RM_WTA_Clean.xlsx.6,NA,NA,RM,Subord,HE,2014-04-28,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T08:51:19Z,2023-01-19T09:01:07Z,0:09:48,9.8,2023,8:51:19,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,8.7,-1.122157526
2023-01-19_RM_WTA_Clean.xlsx.7,B,UW,RM,Subord,FI,2014-08-25,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T09:11:18Z,2023-01-19T09:21:22Z,0:10:04,10.07,2023,9:11:18,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,8.4,-1.202127642
2023-01-19_RM_WTA_Clean.xlsx.8,NA,NA,RM,Subord,CZ,2006-01-01,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T09:42:24Z,2023-01-19T09:52:31Z,0:10:07,10.12,2023,9:42:24,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,17,1.090349012
2023-01-19_RM_WTA_Clean.xlsx.9,B,UW,RM,Alpha,KO,2009-01-01,2023-01-19,2023-01-19_RM_WTA_Clean.xlsx,DRY,2023-01-19T10:16:09Z,2023-01-19T10:26:03Z,0:09:54,9.9,2023,10:16:09,0,0,27,23.9,25.45,-0.824530947,-0.985809942,-0.366266492,14,0.290647854
2023-01-20_RM_SRM_Clean.xlsx.1,NA,NA,RM,Subord,FG,2009-02-18,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T06:24:50Z,2023-01-20T06:34:32Z,0:09:42,9.7,2023,6:24:50,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,13.9,0.263991149
2023-01-20_RM_SRM_Clean.xlsx.10,NA,NA,RM,Subord,HE,2014-04-28,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T09:34:43Z,2023-01-20T09:44:48Z,0:10:05,10.08,2023,9:34:43,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,8.7,-1.122157526
2023-01-20_RM_SRM_Clean.xlsx.11,NA,NA,RM,Subord,FG,2009-02-18,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T10:03:19Z,2023-01-20T10:13:24Z,0:10:05,10.08,2023,10:03:19,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,13.9,0.263991149
2023-01-20_RM_SRM_Clean.xlsx.12,B,UW,RM,Subord,FI,2014-08-25,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T10:20:02Z,2023-01-20T10:29:57Z,0:09:55,9.92,2023,10:20:02,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,8.4,-1.202127642
2023-01-20_RM_SRM_Clean.xlsx.2,NA,NA,RM,Alpha,KO,2009-01-01,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T06:45:55Z,2023-01-20T06:55:56Z,0:10:01,10.02,2023,6:45:55,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,14,0.290647854
2023-01-20_RM_SRM_Clean.xlsx.3,NA,NA,RM,Subord,CZ,2006-01-01,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T07:06:07Z,2023-01-20T07:16:09Z,0:10:02,10.03,2023,7:06:07,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,17.1,1.117005717
2023-01-20_RM_SRM_Clean.xlsx.4,B,UW,RM,Subord,LO,2011-01-01,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T07:26:34Z,2023-01-20T07:36:49Z,0:10:15,10.25,2023,7:26:34,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,12.1,-0.215829546
2023-01-20_RM_SRM_Clean.xlsx.5,NA,NA,RM,Subord,FI,2014-08-25,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T07:48:26Z,2023-01-20T07:58:25Z,0:09:59,9.98,2023,7:48:26,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,8.4,-1.202127642
2023-01-20_RM_SRM_Clean.xlsx.6,NA,NA,RM,Subord,HE,2014-04-28,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T08:09:13Z,2023-01-20T08:19:23Z,0:10:10,10.17,2023,8:09:13,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,8.7,-1.122157526
2023-01-20_RM_SRM_Clean.xlsx.7,NA,NA,RM,Subord,CZ,2006-01-01,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T08:29:58Z,2023-01-20T08:39:55Z,0:09:57,9.95,2023,8:29:58,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,17.1,1.117005717
2023-01-20_RM_SRM_Clean.xlsx.8,NA,NA,RM,Subord,LO,2011-01-01,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T08:50:04Z,2023-01-20T09:00:10Z,0:10:06,10.1,2023,8:50:04,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,12.1,-0.215829546
2023-01-20_RM_SRM_Clean.xlsx.9,NA,NA,RM,Alpha,KO,2009-01-01,2023-01-20,2023-01-20_RM_SRM_Clean.xlsx,DRY,2023-01-20T09:14:36Z,2023-01-20T09:24:32Z,0:09:56,9.93,2023,9:14:36,0,0,28.1,23.5,25.8,-0.824530947,-0.794254519,-0.366266492,14,0.290647854
2023-01-24_GN_RSB_Clean.xlsx.1,NA,NA,GN,Subord,EC,2009-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T06:13:11Z,2023-01-24T06:23:16Z,0:10:05,10.08,2023,6:13:11,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,14.1,0.317304559
2023-01-24_GN_RSB_Clean.xlsx.10,B,UW,GN,Alpha,DD,2008-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T09:04:41Z,2023-01-24T09:14:05Z,0:09:24,9.4,2023,9:04:41,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,15.1,0.583871612
2023-01-24_GN_RSB_Clean.xlsx.11,B,UW,GN,Subord,EC,2009-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T09:20:32Z,2023-01-24T09:30:39Z,0:10:07,10.12,2023,9:20:32,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,14.1,0.317304559
2023-01-24_GN_RSB_Clean.xlsx.11,B,UW,GN,Subord,EC,2009-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T09:20:32Z,2023-01-24T09:30:39Z,0:10:07,10.12,2023,9:20:32,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,14.1,0.317304559
2023-01-24_GN_RSB_Clean.xlsx.12,B,UW,GN,Subord,TD,2012-10-23,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T09:32:13Z,2023-01-24T09:42:13Z,0:10:00,10,2023,9:32:13,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,10.3,-0.695650241
2023-01-24_GN_RSB_Clean.xlsx.13,NA,NA,GN,Alpha,DD,2008-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T09:43:19Z,2023-01-24T09:53:06Z,0:09:47,9.78,2023,9:43:19,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,15.1,0.583871612
2023-01-24_GN_RSB_Clean.xlsx.14,B,UW,GN,Subord,EC,2009-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T09:57:23Z,2023-01-24T10:07:14Z,0:09:51,9.85,2023,9:57:23,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,14.1,0.317304559
2023-01-24_GN_RSB_Clean.xlsx.15,NA,NA,GN,Alpha,DD,2008-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T10:07:36Z,2023-01-24T10:17:15Z,0:09:39,9.65,2023,10:07:36,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,15.1,0.583871612
2023-01-24_GN_RSB_Clean.xlsx.16,NA,NA,GN,Subord,TD,2012-10-23,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T10:17:49Z,2023-01-24T10:27:47Z,0:09:58,9.97,2023,10:17:49,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,10.3,-0.695650241
2023-01-24_GN_RSB_Clean.xlsx.17,NA,NA,GN,Alpha,DD,2008-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T10:31:21Z,2023-01-24T10:41:05Z,0:09:44,9.73,2023,10:31:21,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,15.1,0.583871612
2023-01-24_GN_RSB_Clean.xlsx.18,NA,NA,GN,Subord,EC,2009-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T10:55:41Z,2023-01-24T11:05:36Z,0:09:55,9.92,2023,10:55:41,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,14.1,0.317304559
2023-01-24_GN_RSB_Clean.xlsx.19,B,UW,GN,Subord,TD,2012-10-23,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T11:05:45Z,2023-01-24T11:16:38Z,0:10:53,10.88,2023,11:05:45,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,10.3,-0.695650241
2023-01-24_GN_RSB_Clean.xlsx.2,NA,NA,GN,Alpha,DD,2008-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T06:27:45Z,2023-01-24T06:33:56Z,0:06:11,6.18,2023,6:27:45,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,15.1,0.583871612
2023-01-24_GN_RSB_Clean.xlsx.3,NA,NA,GN,Subord,TD,2012-10-23,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T06:51:50Z,2023-01-24T07:01:24Z,0:09:34,9.57,2023,6:51:50,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,10.3,-0.695650241
2023-01-24_GN_RSB_Clean.xlsx.4,NA,NA,GN,Alpha,DD,2008-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T07:01:40Z,2023-01-24T07:11:29Z,0:09:49,9.82,2023,7:01:40,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,15.1,0.583871612
2023-01-24_GN_RSB_Clean.xlsx.5,NA,NA,GN,Subord,EC,2009-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T07:16:19Z,2023-01-24T07:26:18Z,0:09:59,9.98,2023,7:16:19,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,14.1,0.317304559
2023-01-24_GN_RSB_Clean.xlsx.6,NA,NA,GN,Subord,TD,2012-10-23,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T07:40:42Z,2023-01-24T07:50:46Z,0:10:04,10.07,2023,7:40:42,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,10.3,-0.695650241
2023-01-24_GN_RSB_Clean.xlsx.7,NA,NA,GN,Alpha,DD,2008-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T08:08:29Z,2023-01-24T08:18:31Z,0:10:02,10.03,2023,8:08:29,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,15.1,0.583871612
2023-01-24_GN_RSB_Clean.xlsx.8,B,UW,GN,Subord,TD,2012-10-23,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T08:21:16Z,2023-01-24T08:31:25Z,0:10:09,10.15,2023,8:21:16,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,10.3,-0.695650241
2023-01-24_GN_RSB_Clean.xlsx.9,NA,NA,GN,Subord,EC,2009-01-01,2023-01-24,2023-01-24_GN_RSB_Clean.xlsx,DRY,2023-01-24T08:34:40Z,2023-01-24T08:44:34Z,0:09:54,9.9,2023,8:34:40,0,0,28,23.6,25.8,-0.824530947,-0.794254519,-0.366266492,14.1,0.317304559
2023-01-25_GN_SRM_Clean.xlsx.1,NA,NA,GN,Subord,EC,2009-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T07:37:31Z,2023-01-25T07:47:29Z,0:09:58,9.97,2023,7:37:31,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,14.1,0.317304559
2023-01-25_GN_SRM_Clean.xlsx.10,NA,NA,GN,Alpha,DD,2008-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T10:09:13Z,2023-01-25T10:19:15Z,0:10:02,10.03,2023,10:09:13,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,15.1,0.583871612
2023-01-25_GN_SRM_Clean.xlsx.11,NA,NA,GN,Subord,EC,2009-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T10:22:12Z,2023-01-25T10:32:07Z,0:09:55,9.92,2023,10:22:12,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,14.1,0.317304559
2023-01-25_GN_SRM_Clean.xlsx.12,NA,NA,GN,Subord,TD,2012-10-23,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T10:33:45Z,2023-01-25T10:44:07Z,0:10:22,10.37,2023,10:33:45,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,10.3,-0.695650241
2023-01-25_GN_SRM_Clean.xlsx.2,NA,NA,GN,Subord,TD,2012-10-23,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T07:55:10Z,2023-01-25T08:05:05Z,0:09:55,9.92,2023,7:55:10,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,10.3,-0.695650241
2023-01-25_GN_SRM_Clean.xlsx.3,B,UW,GN,Alpha,DD,2008-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T08:16:25Z,2023-01-25T08:26:23Z,0:09:58,9.97,2023,8:16:25,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,15.1,0.583871612
2023-01-25_GN_SRM_Clean.xlsx.4,B,UW,GN,Subord,EC,2009-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T08:28:38Z,2023-01-25T08:38:36Z,0:09:58,9.97,2023,8:28:38,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,14.1,0.317304559
2023-01-25_GN_SRM_Clean.xlsx.5,B,UW,GN,Subord,TD,2012-10-23,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T08:40:49Z,2023-01-25T08:50:45Z,0:09:56,9.93,2023,8:40:49,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,10.3,-0.695650241
2023-01-25_GN_SRM_Clean.xlsx.6,B,UW,GN,Alpha,DD,2008-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T08:57:37Z,2023-01-25T09:07:35Z,0:09:58,9.97,2023,8:57:37,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,15.1,0.583871612
2023-01-25_GN_SRM_Clean.xlsx.6,B,UW,GN,Alpha,DD,2008-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T08:57:37Z,2023-01-25T09:07:35Z,0:09:58,9.97,2023,8:57:37,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,15.1,0.583871612
2023-01-25_GN_SRM_Clean.xlsx.7,NA,NA,GN,Subord,EC,2009-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T09:10:46Z,2023-01-25T09:20:42Z,0:09:56,9.93,2023,9:10:46,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,14.1,0.317304559
2023-01-25_GN_SRM_Clean.xlsx.8,NA,NA,GN,Alpha,DD,2008-01-01,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T09:20:49Z,2023-01-25T09:30:55Z,0:10:06,10.1,2023,9:20:49,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,15.1,0.583871612
2023-01-25_GN_SRM_Clean.xlsx.9,NA,NA,GN,Subord,TD,2012-10-23,2023-01-25,2023-01-25_GN_SRM_Clean.xlsx,DRY,2023-01-25T09:59:10Z,2023-01-25T10:09:05Z,0:09:55,9.92,2023,9:59:10,0,0,28.9,23.2,26.05,-0.824530947,-0.657429217,-0.366266492,10.3,-0.695650241
2023-01-26_LV_SRM_Clean.xlsx.1,NA,NA,LV,Alpha,BY,2003-01-01,2023-01-26,2023-01-26_LV_SRM_Clean.xlsx,DRY,2023-01-26T08:01:18Z,2023-01-26T08:11:13Z,0:09:55,9.92,2023,8:01:18,0.9,0,27.6,23.5,25.55,-0.824530947,-0.931079821,-0.263500112,20.1,1.916706876
2023-01-26_LV_SRM_Clean.xlsx.2,B,UW,LV,Subord,SB,2014-12-02,2023-01-26,2023-01-26_LV_SRM_Clean.xlsx,DRY,2023-01-26T08:57:49Z,2023-01-26T09:08:04Z,0:10:15,10.25,2023,8:57:49,0.9,0,27.6,23.5,25.55,-0.824530947,-0.931079821,-0.263500112,8.1,-1.282097757
2023-01-26_LV_SRM_Clean.xlsx.2,B,UW,LV,Subord,SB,2014-12-02,2023-01-26,2023-01-26_LV_SRM_Clean.xlsx,DRY,2023-01-26T08:57:49Z,2023-01-26T09:08:04Z,0:10:15,10.25,2023,8:57:49,0.9,0,27.6,23.5,25.55,-0.824530947,-0.931079821,-0.263500112,8.1,-1.282097757
2023-01-26_LV_SRM_Clean.xlsx.2,B,UW,LV,Subord,SB,2014-12-02,2023-01-26,2023-01-26_LV_SRM_Clean.xlsx,DRY,2023-01-26T08:57:49Z,2023-01-26T09:08:04Z,0:10:15,10.25,2023,8:57:49,0.9,0,27.6,23.5,25.55,-0.824530947,-0.931079821,-0.263500112,8.1,-1.282097757
2023-01-27_LV_RSB_Clean.xlsx.1,NA,NA,LV,Alpha,BY,2003-01-01,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T11:39:23Z,2023-01-27T11:48:47Z,0:09:24,9.4,2023,11:39:23,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,20.1,1.916706876
2023-01-27_LV_RSB_Clean.xlsx.10,NA,NA,LV,Subord,SB,2014-12-02,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T14:58:57Z,2023-01-27T15:08:49Z,0:09:52,9.87,2023,14:58:57,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,8.2,-1.255441052
2023-01-27_LV_RSB_Clean.xlsx.11,B,UW,LV,Alpha,BY,2003-01-01,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T15:08:59Z,2023-01-27T15:18:52Z,0:09:53,9.88,2023,15:08:59,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,20.1,1.916706876
2023-01-27_LV_RSB_Clean.xlsx.12,NA,NA,LV,Subord,SB,2014-12-02,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T15:19:01Z,2023-01-27T15:29:10Z,0:10:09,10.15,2023,15:19:01,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,8.2,-1.255441052
2023-01-27_LV_RSB_Clean.xlsx.13,NA,NA,LV,Alpha,BY,2003-01-01,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T15:31:12Z,2023-01-27T15:41:29Z,0:10:17,10.28,2023,15:31:12,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,20.1,1.916706876
2023-01-27_LV_RSB_Clean.xlsx.14,NA,NA,LV,Subord,SB,2014-12-02,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T15:49:36Z,2023-01-27T15:59:44Z,0:10:08,10.13,2023,15:49:36,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,8.2,-1.255441052
2023-01-27_LV_RSB_Clean.xlsx.2,NA,NA,LV,Subord,SB,2014-12-02,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T11:56:47Z,2023-01-27T12:06:39Z,0:09:52,9.87,2023,11:56:47,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,8.2,-1.255441052
2023-01-27_LV_RSB_Clean.xlsx.3,B,UW,LV,Alpha,BY,2003-01-01,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T12:07:30Z,2023-01-27T12:17:37Z,0:10:07,10.12,2023,12:07:30,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,20.1,1.916706876
2023-01-27_LV_RSB_Clean.xlsx.3,B,UW,LV,Alpha,BY,2003-01-01,2023-01-27,2023-01-27_LV_RSB_Clean.xlsx,DRY,2023-01-27T12:07:30Z,2023-01-27T12:17:37Z,0:10:07,10.12,2023,12:07:30,0,0.03,27.6,23.2,25.4,-0.818387985,-1.013175003,-0.366266492,20.1,1.916706876
