Date,Focal_uniqueID,Filename,Male,DOB,Rank,Group,Observer,Focal_duration,UW_behav,Seasonality,Age
2023-02-09,2023-02-09_LV_WTA-6,2023-02-09_LV_WTA_Clean.xlsx,SB,2014-12-02,sub,LV,WTA,0:10:11,NA,0.04,8.2
2023-02-09,2023-02-09_LV_WTA-7,2023-02-09_LV_WTA_Clean.xlsx,BY,2003-01-01,alpha,LV,WTA,0:10:08,NA,0.04,20.1
2023-02-09,2023-02-09_LV_WTA-8,2023-02-09_LV_WTA_Clean.xlsx,SB,2014-12-02,sub,LV,WTA,0:10:08,NA,0.04,8.2
2023-02-09,2023-02-09_LV_WTA-9,2023-02-09_LV_WTA_Clean.xlsx,BY,2003-01-01,alpha,LV,WTA,0:09:59,NA,0.04,20.1
2023-02-09,2023-02-09_LV_WTA-9,2023-02-09_LV_WTA_Clean.xlsx,BY,2003-01-01,alpha,LV,WTA,0:09:59,UW,0.04,20.1
2023-02-12,2023-02-13_RM_WTA-1,2023-02-13_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,0:10:55,NA,0.04,12.1
2023-02-12,2023-02-13_RM_WTA-2,2023-02-13_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,0:09:12,NA,0.04,17.1
2023-02-12,2023-02-13_RM_WTA-3,2023-02-13_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,0:10:10,NA,0.04,14
2023-02-13,2023-02-13_RM_WTA-10,2023-02-13_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,0:10:04,NA,0.04,14.1
2023-02-13,2023-02-13_RM_WTA-11,2023-02-13_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,0:10:00,NA,0.04,8.8
2023-02-13,2023-02-13_RM_WTA-12,2023-02-13_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,0:09:58,NA,0.04,14
2023-02-13,2023-02-13_RM_WTA-13,2023-02-13_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,0:09:38,NA,0.04,12.1
2023-02-13,2023-02-13_RM_WTA-14,2023-02-13_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,0:08:58,NA,0.04,14.1
2023-02-13,2023-02-13_RM_WTA-15,2023-02-13_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,0:09:57,NA,0.04,14
2023-02-13,2023-02-13_RM_WTA-15,2023-02-13_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,0:09:57,UW,0.04,14
2023-02-13,2023-02-13_RM_WTA-17,2023-02-13_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,0:09:28,NA,0.04,8.8
2023-02-13,2023-02-13_RM_WTA-18,2023-02-13_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,0:09:33,NA,0.04,17.1
2023-02-13,2023-02-13_RM_WTA-19,2023-02-13_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,0:10:11,NA,0.04,8.5
2023-02-13,2023-02-13_RM_WTA-4,2023-02-13_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,0:10:14,NA,0.04,8.8
2023-02-13,2023-02-13_RM_WTA-5,2023-02-13_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,0:10:07,NA,0.04,14.1
2023-02-13,2023-02-13_RM_WTA-6,2023-02-13_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,0:09:59,NA,0.04,8.5
2023-02-13,2023-02-13_RM_WTA-6,2023-02-13_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,0:09:59,UW,0.04,8.5
2023-02-13,2023-02-13_RM_WTA-7,2023-02-13_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,0:10:09,UW,0.04,12.1
2023-02-13,2023-02-13_RM_WTA-8,2023-02-13_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,0:10:11,UW,0.04,8.5
2023-02-13,2023-02-13_RM_WTA-9,2023-02-13_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,0:09:28,NA,0.04,17.1
2023-02-13,2023-02-14_RM_SRM-1,2023-02-14_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,0:10:02,NA,0.04,14.1
2023-02-14,2023-02-14_RM_RSB-1,2023-02-14_RM_RSB_Clean.xlsx,FG,2009-02-18,sub,RM,RSB,0:09:57,NA,0.04,14
2023-02-14,2023-02-14_RM_RSB-10,2023-02-14_RM_RSB_Clean.xlsx,FG,2009-02-18,sub,RM,RSB,0:09:54,NA,0.04,14
2023-02-14,2023-02-14_RM_RSB-10,2023-02-14_RM_RSB_Clean.xlsx,FG,2009-02-18,sub,RM,RSB,0:09:54,UW,0.04,14
2023-02-14,2023-02-14_RM_RSB-11,2023-02-14_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,0:10:02,NA,0.04,8.8
2023-02-14,2023-02-14_RM_RSB-11,2023-02-14_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,0:10:02,UW,0.04,8.8
2023-02-14,2023-02-14_RM_RSB-12,2023-02-14_RM_RSB_Clean.xlsx,KO,2009-01-01,alpha,RM,RSB,0:09:56,NA,0.04,14.1
2023-02-14,2023-02-14_RM_RSB-13,2023-02-14_RM_RSB_Clean.xlsx,CZ,2006-01-01,sub,RM,RSB,0:09:58,NA,0.04,17.1
2023-02-14,2023-02-14_RM_RSB-14,2023-02-14_RM_RSB_Clean.xlsx,KO,2009-01-01,alpha,RM,RSB,0:10:01,NA,0.04,14.1
2023-02-14,2023-02-14_RM_RSB-15,2023-02-14_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,0:09:52,NA,0.04,8.8
2023-02-14,2023-02-14_RM_RSB-16,2023-02-14_RM_RSB_Clean.xlsx,LO,2011-01-01,sub,RM,RSB,0:10:13,NA,0.04,12.1
2023-02-14,2023-02-14_RM_RSB-17,2023-02-14_RM_RSB_Clean.xlsx,FI,2014-08-25,sub,RM,RSB,0:10:00,NA,0.04,8.5
2023-02-14,2023-02-14_RM_RSB-17,2023-02-14_RM_RSB_Clean.xlsx,FI,2014-08-25,sub,RM,RSB,0:10:00,UW,0.04,8.5
2023-02-14,2023-02-14_RM_RSB-18,2023-02-14_RM_RSB_Clean.xlsx,FG,2009-02-18,sub,RM,RSB,0:09:53,NA,0.04,14
2023-02-14,2023-02-14_RM_RSB-2,2023-02-14_RM_RSB_Clean.xlsx,FI,2014-08-25,sub,RM,RSB,0:09:50,NA,0.04,8.5
2023-02-14,2023-02-14_RM_RSB-3,2023-02-14_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,0:10:03,NA,0.04,8.8
2023-02-14,2023-02-14_RM_RSB-4,2023-02-14_RM_RSB_Clean.xlsx,CZ,2006-01-01,sub,RM,RSB,0:09:50,NA,0.04,17.1
2023-02-14,2023-02-14_RM_RSB-5,2023-02-14_RM_RSB_Clean.xlsx,LO,2011-01-01,sub,RM,RSB,0:09:59,UW,0.04,12.1
2023-02-14,2023-02-14_RM_RSB-6,2023-02-14_RM_RSB_Clean.xlsx,KO,2009-01-01,alpha,RM,RSB,0:09:45,NA,0.04,14.1
2023-02-14,2023-02-14_RM_RSB-7,2023-02-14_RM_RSB_Clean.xlsx,CZ,2006-01-01,sub,RM,RSB,0:10:06,NA,0.04,17.1
2023-02-14,2023-02-14_RM_RSB-8,2023-02-14_RM_RSB_Clean.xlsx,LO,2011-01-01,sub,RM,RSB,0:09:48,UW,0.04,12.1
2023-02-14,2023-02-14_RM_RSB-8,2023-02-14_RM_RSB_Clean.xlsx,LO,2011-01-01,sub,RM,RSB,0:09:48,UW,0.04,12.1
2023-02-14,2023-02-14_RM_RSB-9,2023-02-14_RM_RSB_Clean.xlsx,FI,2014-08-25,sub,RM,RSB,0:09:50,NA,0.04,8.5
2023-02-14,2023-02-14_RM_SRM-10,2023-02-14_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,0:10:03,NA,0.04,8.8
2023-02-14,2023-02-14_RM_SRM-11,2023-02-14_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,0:09:54,NA,0.04,8.5
2023-02-14,2023-02-14_RM_SRM-12,2023-02-14_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,0:09:57,NA,0.04,14
2023-02-14,2023-02-14_RM_SRM-2,2023-02-14_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,0:09:58,NA,0.04,14
2023-02-14,2023-02-14_RM_SRM-3,2023-02-14_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,0:09:51,NA,0.04,8.8
2023-02-14,2023-02-14_RM_SRM-4,2023-02-14_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,0:10:02,NA,0.04,8.5
2023-02-14,2023-02-14_RM_SRM-4,2023-02-14_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,0:10:02,UW,0.04,8.5
2023-02-14,2023-02-14_RM_SRM-5,2023-02-14_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,0:09:49,NA,0.04,17.1
2023-02-14,2023-02-14_RM_SRM-6,2023-02-14_RM_SRM_Clean.xlsx,LO,2011-01-01,sub,RM,SRM,0:10:00,NA,0.04,12.1
2023-02-14,2023-02-14_RM_SRM-7,2023-02-14_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,0:09:52,NA,0.04,17.1
2023-02-14,2023-02-14_RM_SRM-7,2023-02-14_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,0:09:52,UW,0.04,17.1
2023-02-14,2023-02-14_RM_SRM-8,2023-02-14_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,0:09:52,NA,0.04,14.1
2023-02-14,2023-02-14_RM_SRM-8,2023-02-14_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,0:09:52,UW,0.04,14.1
2023-02-14,2023-02-14_RM_SRM-9,2023-02-14_RM_SRM_Clean.xlsx,LO,2011-01-01,sub,RM,SRM,0:10:01,NA,0.04,12.1
2023-02-14,2023-02-15_RM_AGA-1,2023-02-15_RM_AGA_Clean.xlsx,FG,2009-02-18,sub,RM,AGA,0:09:19,NA,0.04,14
2023-02-14,2023-02-15_RM_AGA-2,2023-02-15_RM_AGA_Clean.xlsx,KO,2009-01-01,alpha,RM,AGA,0:09:55,NA,0.04,14.1
2023-02-14,2023-02-15_RM_AGA-2,2023-02-15_RM_AGA_Clean.xlsx,KO,2009-01-01,alpha,RM,AGA,0:09:55,UW,0.04,14.1
2023-02-14,2023-02-15_RM_AGA-3,2023-02-15_RM_AGA_Clean.xlsx,CZ,2006-01-01,sub,RM,AGA,0:09:58,NA,0.04,17.1
2023-02-14,2023-02-15_RM_AGA-4,2023-02-15_RM_AGA_Clean.xlsx,FI,2014-08-25,sub,RM,AGA,0:10:15,UW,0.04,8.5
2023-02-14,2023-02-15_RM_AGA-5,2023-02-15_RM_AGA_Clean.xlsx,HE,2014-04-28,sub,RM,AGA,0:09:59,NA,0.04,8.8
2023-02-15,2023-02-15_BC_SRM-1,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:02,NA,0.04,9.9
2023-02-15,2023-02-15_BC_SRM-2,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:37,UW,0.04,9.9
2023-02-15,2023-02-15_BC_SRM-3,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:59,NA,0.04,9.9
2023-02-15,2023-02-15_BC_SRM-4,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:41,NA,0.04,9.9
2023-02-15,2023-02-15_BC_SRM-5,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:59,NA,0.04,9.9
2023-02-15,2023-02-15_BC_SRM-6,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:08,NA,0.04,9.9
2023-02-15,2023-02-15_BC_SRM-7,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:00,NA,0.04,9.9
2023-02-15,2023-02-15_BC_SRM-8,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:49,NA,0.04,9.9
2023-02-15,2023-02-15_BC_SRM-8,2023-02-15_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:49,UW,0.04,9.9
2023-02-15,2023-02-15_RM_AGA-10,2023-02-15_RM_AGA_Clean.xlsx,CZ,2006-01-01,sub,RM,AGA,0:10:07,NA,0.04,17.1
2023-02-15,2023-02-15_RM_AGA-11,2023-02-15_RM_AGA_Clean.xlsx,FI,2014-08-25,sub,RM,AGA,0:11:47,NA,0.04,8.5
2023-02-15,2023-02-15_RM_AGA-12,2023-02-15_RM_AGA_Clean.xlsx,KO,2009-01-01,alpha,RM,AGA,0:10:33,NA,0.04,14.1
2023-02-15,2023-02-15_RM_AGA-14,2023-02-15_RM_AGA_Clean.xlsx,FG,2009-02-18,sub,RM,AGA,0:06:58,NA,0.04,14
2023-02-15,2023-02-15_RM_AGA-15,2023-02-15_RM_AGA_Clean.xlsx,FG,2009-02-18,sub,RM,AGA,0:10:13,NA,0.04,14
2023-02-15,2023-02-15_RM_AGA-6,2023-02-15_RM_AGA_Clean.xlsx,LO,2011-01-01,sub,RM,AGA,0:09:48,NA,0.04,12.1
2023-02-15,2023-02-15_RM_AGA-7,2023-02-15_RM_AGA_Clean.xlsx,HE,2014-04-28,sub,RM,AGA,0:10:17,UW,0.04,8.8
2023-02-15,2023-02-15_RM_AGA-8,2023-02-15_RM_AGA_Clean.xlsx,LO,2011-01-01,sub,RM,AGA,0:09:16,NA,0.04,12.1
2023-02-15,2023-02-15_RM_AGA-9,2023-02-15_RM_AGA_Clean.xlsx,KO,2009-01-01,alpha,RM,AGA,0:05:30,NA,0.04,14.1
2023-02-16,2023-02-16_AD_WTA-1,2023-02-16_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:01,NA,0.04,14.1
2023-02-16,2023-02-16_AD_WTA-2,2023-02-16_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:04,UW,0.04,9.3
2023-02-16,2023-02-16_AD_WTA-3,2023-02-16_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:09:57,UW,0.04,12.5
2023-02-16,2023-02-16_AD_WTA-3,2023-02-16_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:09:57,UW,0.04,12.5
2023-02-16,2023-02-16_AD_WTA-4,2023-02-16_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:09:15,NA,0.04,9.3
2023-02-16,2023-02-16_AD_WTA-5,2023-02-16_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:09:48,NA,0.04,12.5
2023-02-16,2023-02-16_AD_WTA-6,2023-02-16_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:09:44,NA,0.04,14.1
2023-02-16,2023-02-16_AD_WTA-7,2023-02-16_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:08,UW,0.04,12.5
2023-02-16,2023-02-16_AD_WTA-8,2023-02-16_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:02,NA,0.04,14.1
2023-02-16,2023-02-16_AD_WTA-9,2023-02-16_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:10:07,NA,0.04,11.7
2023-02-16,2023-02-17_AD_WTA-1,2023-02-17_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:00,NA,0.04,14.1
2023-02-16,2023-02-17_AD_WTA-2,2023-02-17_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:08,NA,0.04,9.3
2023-02-17,2023-02-17_AD_WTA-10,2023-02-17_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:10,UW,0.04,14.1
2023-02-17,2023-02-17_AD_WTA-11,2023-02-17_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:10:09,NA,0.04,11.7
2023-02-17,2023-02-17_AD_WTA-12,2023-02-17_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:02,NA,0.04,9.3
2023-02-17,2023-02-17_AD_WTA-13,2023-02-17_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:09:46,NA,0.04,14.1
2023-02-17,2023-02-17_AD_WTA-14,2023-02-17_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:06,NA,0.04,9.3
2023-02-17,2023-02-17_AD_WTA-15,2023-02-17_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:09:53,NA,0.04,11.7
2023-02-17,2023-02-17_AD_WTA-16,2023-02-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:01,NA,0.04,12.5
2023-02-17,2023-02-17_AD_WTA-16,2023-02-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:01,UW,0.04,12.5
2023-02-17,2023-02-17_AD_WTA-3,2023-02-17_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:10:02,NA,0.04,11.7
2023-02-17,2023-02-17_AD_WTA-4,2023-02-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:03,NA,0.04,12.5
2023-02-17,2023-02-17_AD_WTA-5,2023-02-17_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:00,NA,0.04,9.3
2023-02-17,2023-02-17_AD_WTA-5,2023-02-17_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:00,UW,0.04,9.3
2023-02-17,2023-02-17_AD_WTA-5,2023-02-17_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:00,UW,0.04,9.3
2023-02-17,2023-02-17_AD_WTA-6,2023-02-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:10,UW,0.04,12.5
2023-02-17,2023-02-17_AD_WTA-7,2023-02-17_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:09:51,NA,0.04,11.7
2023-02-17,2023-02-17_AD_WTA-8,2023-02-17_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:01,NA,0.04,14.1
2023-02-17,2023-02-17_AD_WTA-9,2023-02-17_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:09:56,NA,0.04,12.5
2023-02-20,2023-02-20_BC_AGA-1,2023-02-20_BC_AGA_Clean.xlsx,ES,2013-03-15,alpha,BC,AGA,0:14:36,NA,0.05,9.9
2023-02-20,2023-02-20_BC_AGA-2,2023-02-20_BC_AGA_Clean.xlsx,ES,2013-03-15,alpha,BC,AGA,0:10:06,NA,0.05,9.9
2023-02-20,2023-02-20_BC_AGA-3,2023-02-20_BC_AGA_Clean.xlsx,ES,2013-03-15,alpha,BC,AGA,0:09:59,NA,0.05,9.9
2023-02-20,2023-02-20_BC_AGA-4,2023-02-20_BC_AGA_Clean.xlsx,ES,2013-03-15,alpha,BC,AGA,0:08:03,NA,0.05,9.9
2023-02-20,2023-02-20_BC_AGA-5,2023-02-20_BC_AGA_Clean.xlsx,ES,2013-03-15,alpha,BC,AGA,0:10:00,NA,0.05,9.9
2023-02-20,2023-02-20_BC_SRM-1,2023-02-20_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:07:00,NA,0.05,9.9
2023-02-20,2023-02-20_BC_SRM-2,2023-02-20_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:00,NA,0.05,9.9
2023-02-20,2023-02-20_BC_SRM-2,2023-02-20_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:00,UW,0.05,9.9
2023-02-20,2023-02-20_BC_SRM-3,2023-02-20_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:03,NA,0.05,9.9
2023-02-20,2023-02-20_BC_SRM-4,2023-02-20_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:56,NA,0.05,9.9
2023-02-20,2023-02-20_BC_SRM-5,2023-02-20_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:53,NA,0.05,9.9
2023-02-20,2023-02-20_BC_SRM-6,2023-02-20_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:58,NA,0.05,9.9
2023-02-20,2023-02-20_BC_SRM-6,2023-02-20_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:58,UW,0.05,9.9
2023-02-20,2023-02-21_GN_RSB-1,2023-02-21_GN_RSB_Clean.xlsx,DD,2008-01-01,alpha,GN,RSB,0:09:46,NA,0.05,15.1
2023-02-20,2023-02-21_GN_RSB-2,2023-02-21_GN_RSB_Clean.xlsx,EC,2009-01-01,sub,GN,RSB,0:10:01,NA,0.05,14.1
2023-02-21,2023-02-21_GN_RSB-10,2023-02-21_GN_RSB_Clean.xlsx,DD,2008-01-01,alpha,GN,RSB,0:10:04,NA,0.05,15.1
2023-02-21,2023-02-21_GN_RSB-11,2023-02-21_GN_RSB_Clean.xlsx,EC,2009-01-01,sub,GN,RSB,0:09:59,NA,0.05,14.1
2023-02-21,2023-02-21_GN_RSB-12,2023-02-21_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:09:56,NA,0.05,10.3
2023-02-21,2023-02-21_GN_RSB-13,2023-02-21_GN_RSB_Clean.xlsx,DD,2008-01-01,alpha,GN,RSB,0:10:08,NA,0.05,15.1
2023-02-21,2023-02-21_GN_RSB-14,2023-02-21_GN_RSB_Clean.xlsx,EC,2009-01-01,sub,GN,RSB,0:10:03,NA,0.05,14.1
2023-02-21,2023-02-21_GN_RSB-15,2023-02-21_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:10:08,NA,0.05,10.3
2023-02-21,2023-02-21_GN_RSB-16,2023-02-21_GN_RSB_Clean.xlsx,DD,2008-01-01,alpha,GN,RSB,0:10:10,NA,0.05,15.1
2023-02-21,2023-02-21_GN_RSB-17,2023-02-21_GN_RSB_Clean.xlsx,EC,2009-01-01,sub,GN,RSB,0:09:59,UW,0.05,14.1
2023-02-21,2023-02-21_GN_RSB-18,2023-02-21_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:10:02,NA,0.05,10.3
2023-02-21,2023-02-21_GN_RSB-18,2023-02-21_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:10:02,UW,0.05,10.3
2023-02-21,2023-02-21_GN_RSB-3,2023-02-21_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:09:50,NA,0.05,10.3
2023-02-21,2023-02-21_GN_RSB-4,2023-02-21_GN_RSB_Clean.xlsx,DD,2008-01-01,alpha,GN,RSB,0:09:59,NA,0.05,15.1
2023-02-21,2023-02-21_GN_RSB-5,2023-02-21_GN_RSB_Clean.xlsx,EC,2009-01-01,sub,GN,RSB,0:10:01,NA,0.05,14.1
2023-02-21,2023-02-21_GN_RSB-6,2023-02-21_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:09:44,NA,0.05,10.3
2023-02-21,2023-02-21_GN_RSB-7,2023-02-21_GN_RSB_Clean.xlsx,DD,2008-01-01,alpha,GN,RSB,0:09:56,NA,0.05,15.1
2023-02-21,2023-02-21_GN_RSB-8,2023-02-21_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:10:04,NA,0.05,10.3
2023-02-21,2023-02-21_GN_RSB-9,2023-02-21_GN_RSB_Clean.xlsx,EC,2009-01-01,sub,GN,RSB,0:10:09,NA,0.05,14.1
2023-02-24,2023-02-24_LV_RSB-1,2023-02-24_LV_RSB_Clean.xlsx,BY,2003-01-01,alpha,LV,RSB,0:09:52,NA,0.05,20.1
2023-02-24,2023-02-24_LV_RSB-10,2023-02-24_LV_RSB_Clean.xlsx,SB,2014-12-02,sub,LV,RSB,0:09:35,NA,0.05,8.2
2023-02-24,2023-02-24_LV_RSB-2,2023-02-24_LV_RSB_Clean.xlsx,SB,2014-12-02,sub,LV,RSB,0:09:49,NA,0.05,8.2
2023-02-24,2023-02-24_LV_RSB-3,2023-02-24_LV_RSB_Clean.xlsx,BY,2003-01-01,alpha,LV,RSB,0:10:01,NA,0.05,20.1
2023-02-24,2023-02-24_LV_RSB-4,2023-02-24_LV_RSB_Clean.xlsx,SB,2014-12-02,sub,LV,RSB,0:10:01,NA,0.05,8.2
2023-02-24,2023-02-24_LV_RSB-5,2023-02-24_LV_RSB_Clean.xlsx,BY,2003-01-01,alpha,LV,RSB,0:10:16,NA,0.05,20.1
2023-02-24,2023-02-24_LV_RSB-6,2023-02-24_LV_RSB_Clean.xlsx,SB,2014-12-02,sub,LV,RSB,0:09:57,NA,0.05,8.2
2023-02-24,2023-02-24_LV_RSB-7,2023-02-24_LV_RSB_Clean.xlsx,BY,2003-01-01,alpha,LV,RSB,0:10:04,NA,0.05,20.1
2023-02-24,2023-02-24_LV_RSB-8,2023-02-24_LV_RSB_Clean.xlsx,SB,2014-12-02,sub,LV,RSB,0:09:55,NA,0.05,8.2
2023-02-24,2023-02-24_LV_RSB-9,2023-02-24_LV_RSB_Clean.xlsx,BY,2003-01-01,alpha,LV,RSB,0:09:49,NA,0.05,20.1
2023-02-24,2023-02-24_LV_SRM-1,2023-02-24_LV_SRM_Clean.xlsx,BY,2003-01-01,alpha,LV,SRM,0:10:04,NA,0.05,20.1
2023-02-24,2023-02-24_LV_SRM-10,2023-02-24_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:10:13,NA,0.05,8.2
2023-02-24,2023-02-24_LV_SRM-2,2023-02-24_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:10:08,NA,0.05,8.2
2023-02-24,2023-02-24_LV_SRM-3,2023-02-24_LV_SRM_Clean.xlsx,BY,2003-01-01,alpha,LV,SRM,0:09:52,NA,0.05,20.1
2023-02-24,2023-02-24_LV_SRM-4,2023-02-24_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:10:07,NA,0.05,8.2
2023-02-24,2023-02-24_LV_SRM-4,2023-02-24_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:10:07,UW,0.05,8.2
2023-02-24,2023-02-24_LV_SRM-5,2023-02-24_LV_SRM_Clean.xlsx,BY,2003-01-01,alpha,LV,SRM,0:10:02,NA,0.05,20.1
2023-02-24,2023-02-24_LV_SRM-6,2023-02-24_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:09:57,NA,0.05,8.2
2023-02-24,2023-02-24_LV_SRM-6,2023-02-24_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:09:57,UW,0.05,8.2
2023-02-24,2023-02-24_LV_SRM-6,2023-02-24_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:09:57,UW,0.05,8.2
